post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
ImageJPEG,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=185521,"Sorry, I understand what you're talking about now. I was lost for a minute."," Wed Apr 06, 2016 8:29 pm",5,"Mon Apr 04, 2016 2:38 pm","Amateur radio PPT function"
imron,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187879,"Hello ,

I am trying this similar exercise of streaming the raspberry pi video to a PC running Ubuntu.
This is typed into the pi
CODE: SELECT ALL
raspivid -n -t 0 -w 800 -h 600 -fps 30 -o - | nc <my PC ip address> 5000


This is typed into the terminal on ubuntu
CODE: SELECT ALL
nc -l -p 5000 | ./Desktop/Edge


and this is the code I am using for canny edge detection
CODE: SELECT ALL
#include <opencv2/opencv.hpp>
#include <iostream>
#include <stdio.h>
#include <iomanip>
#include <math.h>
#include <string.h>
using namespace cv;
using namespace std;

int main()
{
   Mat img;
   VideoCapture cap(""/dev/stdin"");

   while (true)
   {
      cap >> img;

      Mat edges;
      cvtColor(img, edges, CV_BGR2GRAY);

      Canny(edges, edges, 30, 60);

      imshow(""Edge"", edges);
      waitKey(1);
   }

   return 0;
}


When I execute this, nothing happens. I do not get any error code nor do I see a window showing my video.
I am quite new to programming so would really appreciate any help."," Thu Apr 21, 2016 5:25 am",1,"Thu Apr 21, 2016 5:16 am","Streaming Video to PC running OpenCV"
incrys,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=132285,"Niccolo wrote:
incrys wrote:
Excuse me, but I can not understand the usefulness of the push button.
I probably sleep eludes me and the usefulness.


You are right, I did not explained it! I use the push button to cycle into the thermostat programs: PROG1, PROG2, PROG3, MANUAL ON, MANUAL OFF. This is beacuse if I am at home it is simpler to push a button rather than using the PC or the smartphone.


Perfect, I sensed it was optional, but I could not understand the functioning
Nice work congratulations.
I was planning to build one, I bought the fourth raspberry precisely for these projects."," Sun Jan 03, 2016 4:32 pm",39,"Fri Jan 23, 2015 3:01 pm","Remote-controlling thermostat"
inder,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=32146,"@snoborox, Thanks for the details. I'm always interested in how people approach a particular problem and solve it. My setup has avahi running on the rpi and thus I can access it from Macs on my lan using ssh into raspberrypi.local. I can also connect from windows boxes using rdp to raspberrypi.local. I would like to be able to do this from outside my lan as well. I'm a bit leery of port forwarding but might use something other than 22 and use the other measures suggested. Perhaps someone knowledgeable like Raspberryguy1 has solution(s) and might even do a video tutorial."," Thu Oct 25, 2012 11:43 am",23,"Wed Aug 22, 2012 12:44 pm","Accessing SSH outside local network"
ineverwrit,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=168470,"Drop-down resistors will not provide a steady voltage, which is what the Pi needs - a steady 5V. As the Pi does its thing, the current it draws will vary, and therefore so will the voltage to the Pi vary. A better solution would be a 5V regulator like this: http://uk.rs-online.com/web/p/linear-voltage-regulators/0463599P/ or, if you want a quick and easy solution, a car adapter for charging an iPhone/iPod such as the Belkin Universal Car Charger. The Pi typically needs about 1.2A for itself but you'll also need to add the power consumed by anything connected to it such as relays/actuators."," Fri Dec 11, 2015 10:52 am",2,"Thu Dec 10, 2015 5:10 am","Some advice on car automation"
"infected rex",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=75011,"I need help
i have tried twice to get the ardiuno software on my raspi but nothing"," Tue Oct 01, 2013 4:09 pm",2,"Fri Jun 28, 2013 9:22 am","Arduino IDE"
infotorpk8,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=75697,"hi ,
Yes there is a tutorial for Arduino ide running on raspberry pi.if u have any issues kindly let me know.
http://blogspot.tenettech.com/?p=2723"," Thu Jul 04, 2013 11:47 pm",10,"Thu Jul 04, 2013 11:33 pm","Arduino IDE"
infsoft-GmbH,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=174986,"Hi svia,

maybe you want to check out our SDK http://www.infsoft.com/developers which is also available for Android.
We also offer a Beacon detector based on Raspberry Pi 2 which we call ""Locator Node"". Here is some more information: http://www.infsoft.com/products/indoor-gps-hardware/infsoft-technology

If you have any questions, contact us: contact@infsoft.com

BR
Eva from infsoft"," Tue Jan 26, 2016 12:41 am",1,"Tue Jan 26, 2016 12:33 am","Indoor location with bluetooth beacons"
inkeroo,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=146336,"afremont: can you post up what you have done? I'm looking to build something exactly like you describe and it would be very helpful to see how you accomplished this."," Sun May 03, 2015 8:35 am",1,"Sun May 03, 2015 8:33 am","Vehicle speed and license plate monitoring"
Inkolab,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=183366,"Thank you all I have done a little research JUMO have also stock sensor with 0-5 V output so as mikronauts said just to run through ADC and lower it to 3.3 , and it is the far easiest way.

In the most complicated sesnor input scenario I will have pt100 probe and 0-5 v sensor conected to the Pi."," Mon Mar 28, 2016 4:25 am",3,"Tue Mar 22, 2016 4:38 am","RPi 2 4-20mA sensor"
ins,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=177242,"Hi all,

I have a question about how to drive a relay with RPi2. Iâ€™m a software engineer and Iâ€™m not very good with hardware. Iâ€™m using the circuit from this article: http://www.susa.net/wordpress/2012/06/raspberry-pi-relay-using-gpio/ . The circuit is working fine. My problem is that I want to add a LED which indicates if the relay is switched on. I use a single pole relay. I connected an orange LED with 2x330ohm (I use single 330ohm for leds on 3.3 GPIO ports and I already have them) resistors in parallel of the relay coil. Connected this way firs the LED is working fine, but after few days (relay switches 2-3 times per day) LED gets burned. This happens for second time so I think something is wrong with the circuit. Can you help me, how to connect the LED? Also can you please explain me what the diode D1 is doing?
I attached the circuit I currently use.

Thanks!"," Fri Feb 12, 2016 12:44 pm",1,"Fri Feb 12, 2016 12:06 pm","Relay with LED indicator"
InsayneShane,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187589,"adcooney wrote:
Xbox 360 wired/wireless


Using play n charge kit, I assume? I'll give it a go"," Wed Apr 20, 2016 11:36 pm",4,"Tue Apr 19, 2016 3:35 am","Moonlight on RPi 3"
insommy,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=180168,"Hi,

I have a project where I need to have a TFT screen on the Pi 2/3 and also be able to use i2C motion and temp sensors - from what I have read this is possible however all the screens seem to occupy the ports I need to power the i2c items as well - as I work in software normally this is all new stuff to me so need some help with choosing a screen - sensors I think the adafruit ones are fine to use and match what I need to do - the issue us how to connect it all up.

I have a screen already (might not be the best but just a mock up for the moment - waveshare spotpear) which claimed it used the SPI interface leaving the i2c's free but it's a 26 pin block connector over the 3.3v/5v pins ...

Can anyone help with a design that will allow me to run both ?

Thanks
Si"," Fri Mar 04, 2016 4:15 am",1,"Fri Mar 04, 2016 4:04 am","Help with Screen output and I2C Sensor build"
iroot,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=173313,"Mark.L.Love (at) gmail (dot) com"," Wed Jan 13, 2016 1:49 pm",2,"Wed Jan 13, 2016 12:52 pm","Cases for Pi and 7"" touch screen?"
irtimmer,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=96762,"Davespice wrote:
does anyone know what ports one would need to forward to allow this to be done remotely?

TCP 47991 (Handshake)
TCP 47989 (HTTP)
TCP 47995 (ControlStream)
TCP 35043 (Controller)
UDP 47998 (Video RTP)
UDP 47999 (Video RTCP)
TCP 47996 (Video First Frame)
UDP 48000 (Audio RTP)
UDP 47999 (Audio RTCP)
TacoTormentor wrote:
Any suggestions on what's going wrong?

You forget the server ip address or hostname in your command"," Mon Jan 27, 2014 4:03 pm",28,"Wed Jan 08, 2014 3:46 pm","Moonlight Embedded"
isamples,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=76930,"Did you give it a shot? How did it come out?"," Wed Jul 17, 2013 1:29 pm",1,"Wed Jul 17, 2013 1:26 pm","Security Onion Sensor for RasPi"
isidroirala,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=181876,"Hello
I present an amateur project using the Raspberry in a box like a tablet, (RaspTablet).
The power supply is made by 8 AA batteries that can provide 10 V using 1.2 rechargeable batteries or 12 V if you use alkalines.
The heard of the RaspTablet is a Step down voltage regulator able to provide an output voltage fixed to 5V:
5v 5A Step-Down Voltage regulator.

https://www.pololu.com/product/2851

For the audio I use a little stereo amplifier with two mini speakers:
Stereo 2.8W Class D Audio Amplifier - I2C Control AGC - TPA2016

https://www.adafruit.com/products/1712

The selected box is an easy to cut plastic box
http://www.leroymerlin.es/fp/10949841/estuche-de-32-compartimentos-verde-industrias-tayg-?idCatPadre=600453&pathFamilaFicha=420111

This box has enough space for the Raspberry 7 inch screen and the speakers


Cut the box to install the screen and the speakers


To hold the components inside the box I use a little aluminium profile joined using screws
http://www.leroymerlin.es/fp/420501_aluminio1z1gris1z1plata/420501-aluminio-gris-plata-aluminio-gris-plata?pathFamilaFicha=420501


Installation of the Raspberry and the switch on
rasptablet.jpg (59.51 KiB) Viewed 536 times"," Sun Mar 13, 2016 11:18 am",1,"Sun Mar 13, 2016 9:24 am",RaspTablet
itavor,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=42446,"I'm working on one of these gizmos. I'm a bit farther along (at least in theory) and am going down a more custom route (fully custom-made software, custom interface electronics). My controller started as Arduino-based but grew up. I spent a lot of time looking at what other people have done in this field and have cherry-picked useful bits of circuitry for my controller.

I'm trying to stay simple and low cost - that means freshwater only, only the most useful and essential features (i.e. PH and TDS/EC sensors yes, oxygen sensor no, auto top-off no), and finding ways to repurpose cheap probes (for example, a pro TDS probe costs ten times more than a simple hand-held TDS meter, so I just have to break one of those meters up and figure out how to plug it into my controller).

I'm not posting anything more detailed yet, as I've been known to start and abandon hobby projects before. But if anyone is interested, the project will be open source and open hardware.

Itai"," Thu Nov 15, 2012 9:23 pm",1,"Thu Nov 15, 2012 9:11 pm","Aquarium monitor"
itsonlyme,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=10885,"Wow! Absolutely brilliant. Agreed needs a front page mention, and good for promotional purposes too."," Fri Aug 10, 2012 5:18 am",122,"Sun Feb 12, 2012 5:43 am","Video: robots, motors, printers and more"
ivanovishado,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187399,"Laurens-wuyts wrote:
I've got a tutorial for controlling the IO pins using an android app. Maybe it can help you.
http://www.instructables.com/id/Control ... ng-an-App/

Laurens


You've just saved me. Was having a lot of trouble with this although it looks so simple. Many thanks!"," Wed Apr 20, 2016 12:05 am",9,"Sun Apr 17, 2016 10:19 pm","Make an Android App to control GPIO pins"
ivesa10,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=181154,"Hi,

I've got a raspberry and I would like to play with it, acquire analog signals, display send data through the network and so forth. Can someone tell me please, which libraries in Python do I need to install in order to start playing with the device

Thank you,"," Mon Mar 14, 2016 7:58 am",1,"Wed Mar 09, 2016 9:32 am","Solar irradiance"
izzycm,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=186758,"With having the 2 displays I figured I would have 1 Pi drive each of the screens."," Sat Apr 23, 2016 11:30 am",7,"Wed Apr 13, 2016 3:02 am","Car Dash Replacement Project"
j.pickens,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=166805,"Dougie,

Thanks for the sanity check.
I posted these from my One Drive account.
All I had to do was switch to incognito mode and get the links from outside my account.
Re-pasted the now account-independent links and all appears good.

For those who wish to see the above photos in all their high res phone camera glory, try this:

https://onedrive.live.com/?authkey=%21ACZ2tB2av_wTaIY&id=600730cbcfb4bbab%211877&cid=600730CBCFB4BBAB&group=0"," Tue Dec 01, 2015 7:22 am",5,"Fri Nov 27, 2015 3:15 pm","Cases for Pi and 7"" touch screen?"
j0nnylester,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=127867,"I used this: http://www.raspberrypi.org/forums/viewtopic.php?p=704519 and set my Pi up for exactly the same as you; encrypted connections while using public hotspots."," Sat Mar 21, 2015 12:40 am",6,"Thu Dec 11, 2014 3:47 am","VPN advise"
JaceF8,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=186574,"Ok thanks. I found a cord on amazon that would seperate the signals. The only problem is, that's another connector inside the case. Is it possible to directly solder to the board? Also, if I use the cord that I purchased, cut the rca connector from the end in order to solder the cable directly to the input cable of the video screen, do I just solder the center signal wire or does the shielding have to be soldered as well? I'm trying eliminate bulk. Wanting to do something similar with the micro usb port and solder the power leads directly to the board."," Tue Apr 19, 2016 1:54 pm",5,"Mon Apr 11, 2016 9:12 pm","Video audio separation"
jackokring,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=28346,"Other options for RF control include the eZ430-Chronos kit. It includes an RX/TX USB stick, which will work with Pi as a USB serial interface, and other stuff on the right band. It will maybe allow the Pi to RX the time too, or sync the Chronos to the net.

A full open source gcc-msp430 compiler is available. I wonder if this compiler is in Raspbian yet? Some of the demo software needs Tcl/Tk, but python also works (so I'm told)."," Wed Aug 01, 2012 10:52 am",815,"Tue Jul 31, 2012 1:27 am","RF question"
jacksonliam,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=10497,"Forgot to post this here! LJBot 0.5


I designed a new 3D printed Robot due to my disapointment with other 3D printable Pi Robots. Used Tinkercad which is actually really cool (and easy to use)!

Its designed to house the Raspberry Pi Model A+ or Zero, two 28BYJ-48 Stepper Motors with ULN2003 Drivers and a hr-sc04 or hy-srf05 ultrasonic distance sensor (srf05 recommended). Its powered by a cheap USB power bank (the ones that hold a single 18650 battery) that sits on top. The ring on the top can have a neopixel ring taped under it!

These components can all be purchased very cheaply on ebay even shipped from the UK - Â£2 for the distance sensor,Â£2.50 for the battery, Â£3.50 for a motor and driver. And perhaps half that shipped from China.

You can connect it all up with dupoint cable, no need for soldering! Instructions on the thingiverse page but its all pretty simple wiring.



http://www.thingiverse.com/thing:1247482

Some python code I've used is here https://github.com/topshed/ZeroBot

TinkerCAD objects
https://tinkercad.com/things/iVPAY49teSC
https://tinkercad.com/things/6rxfHhqCJAF
https://tinkercad.com/things/bv7aW5IY8QK
https://tinkercad.com/things/7KyaIKLiZ7u"," Sat Jan 30, 2016 9:16 am",167,"Tue Feb 07, 2012 3:09 pm","LJBot 0.5 Low Cost 3D printed toy / education"
JacobMarthew,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=135409,"I Just updated my post with this, I hope this helps you, sorry I couldn't find a better fix to it.

SOLUTION:
So although I could not find a definite solution, I found a quick fix and the reason as to this error on both parts.

First off, setting alsa config files to default to a card basically works as a variable so when I set it card 0, my audio card was defualt and I could simply put in the command aplay and run it. However I would have to do arecord -D hw1,0 to record through the mic.

Second, asound.conf and asoundrc are the same thing essentially, so it doesn't matter which one you write to, and they can be left empty.

Thirdly, for Jasper, that long error before running jasper was a problem with the modprobe bcm2835, downloading it and messing with its config is a big NO NO for anyone who wants to mess with jasper. As that is what led to my error. I did a little research on how to fix this but no definite answers that could fix jaspers mess.

Fourthly, this all happened because I was trying to make jasper display sound through his 3.5mm jack instead of the monitor. To do this type in
amixer controls
IF you have 3 settings like mic capture mic volume and mic gain, DO NOT TOUCH THEM, they are not what your looking for. Instead try doing this
amixer -c 0 controls or amixer -c 1 controls
keep changing the value after -c if you have multiple audio out/inputs till you find PCM Playback route, or something close to that, then type in
amixer -c N cset numid=3 1
where N is the correct number for your audio output card, the value after the three sets the audio output to the audio jack. If this doesn't work try going through raspi-config, and /boot/config.txt but stay away from configuring alsa and bcm unless you know what your doing.

How I fixed it: I re-imaged an SD card and saved all the files that I had on the previous jasper sd card onto my desktop computer. Took me like 10 minutes, and I got a valuable lesson out of it. I hope this helps others out!"," Sat Feb 14, 2015 7:03 pm",8,"Sat Feb 14, 2015 4:34 pm","Jasper: Invalid Sample Rate -9997"
Jacob_kz,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=170969,"Hi! Do you get a digital signal from the exhausttemprature so you dont have to use an adc for the signal? Where can i find sensors that are good for this application? Im working on something simular for a kart and starting with the exhaust temprature.

Thank you for a good post!

Regards"," Thu Dec 31, 2015 3:24 am",1,"Tue Dec 29, 2015 12:56 pm","Engine Data logger"
jahboater,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=133522,"I liked this one
https://www.adafruit.com/products/1039
Discontinued, but looks like they are making a Pi3 version."," Sat Apr 02, 2016 9:55 am",347,"Wed Feb 04, 2015 11:38 am","Fully metal heatpipe case?"
jal,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=37077,"So I have tested with this:
CODE: SELECT ALL
import spidev
import time
spi = spidev.SpiDev()
spi.open(0,1)
while True:
    resp = spi.xfer2([0x30])
    print resp[0]
    time.sleep(1)


If powered up and CS is low it always reads 255 otherwise 0. Also I can disconnect clock and data out from Raspberry it still reads 255, but if i disconnect data in from Raspberry reading will be 0.
Any ideas where to go next?

As I undestand to read info from MAX I have to write first what I want to know?"," Sun Feb 16, 2014 3:53 pm",28,"Mon Oct 01, 2012 3:47 am","MAX31865 PT1000 temperature measurement over "
JameDam,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=174604,"I have read its analog output successfully, and just use the MCP3002
this rain sensor wiring is

YL83 vcc -> 5v
YL83 gnd -> 0v
YL83 ao -> mcp3002 CH1

mcp3002 CS -> rpi CE0
mcp3002 CH0 -> 0v or another analog
mcp3002 VSS -> 0v
mcp3002 DIN -> rpi MOSI
mcp3002 DOUT -> rpi MISO
mcp3002 CLK -> rpi SCLK
mcp3002 VDD -> 5v

and copy this code to create botbook_mcp3002.py file
CODE: SELECT ALL
# (c) BotBook.com - Karvinen, Karvinen, Valtokari

# Installing spidev:
# sudo apt-get update
# sudo apt-get -y install git python-dev
# git clone https://github.com/doceme/py-spidev.git
# cd py-spidev/
# sudo python setup.py install

import spidev # installation help in botbook_mcp3002.py comments
import time

def readAnalog(device = 0,channel = 0):
        assert device in (1, 0)
        assert channel in (1, 0)
        #open spi
        spi = spidev.SpiDev()
        spi.open(0, device)
        """"""
        Protocol start bit (S), sql/diff (D), odd/sign (C), MSBF (M)
        Use leading zero for more stable clock cycle
        0000 000S DCM0 0000 0000 0000
        Sending 3 8bit packages so xpi.xfer2 will return the same amount.
""botbook_mcp3002.py"" 56 lines, 1743 characters

and create another file in same directory
CODE: SELECT ALL
import time
import botbook_mcp3002 as mcp #

rainLevel= 0

def readRainLevel():
        global rainLevel
        rainLevel= mcp.readAnalog(0, 1 ) # the second param is which port of MCP3002 you want to read(eg: want to read CH0 set it is 0, want to read output from CH1 set 1)

def main():
        while True: #
                readRainLevel() #
                print (""Current rain level is %i "" % rainLevel) #
                time.sleep(0.5) # s

if __name__==""__main__"":
        main()

here are my reference sites
https://www.raspberrypi.org/forums/viewtopic.php?f=91&amp;t=113659
http://www.learningaboutelectronics.com/Articles/MQ-2-smoke-sensor-circuit-with-raspberry-pi.php
http://www.learningaboutelectronics.com/Articles/MCP3002-analog-to-digital-converter-ADC-to-Raspberry-Pi.php
http://www.instructables.com/id/Wiring-up-a-MCP3008-ADC-to-a-Raspberry-Pi-model-B-/?ALLSTEPS
and then you run second code it will print the output,
but the output is no meaning for me, anybody know the how to convert it to amount of rain?"," Mon Mar 21, 2016 12:33 am",2,"Sat Jan 23, 2016 3:48 am","Using rain sensor?"
James75,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=112648,"Thanks B.Goode !! I checked out the Jelly Baby resource here on the Raspberry Pi site and it was really useful. I have now got the audio part of my project sorted and have set up 3 buttons connected to GPIO pins 23, 24 and 25 which when pressed each play a different selection of clips from the Star Wars films.

Here is the code for the wav.file player:

import time
import RPi.GPIO as GPIO
import os

GPIO.setmode(GPIO.BCM)
GPIO.setwarnings(False)
GPIO.setup(23, GPIO.IN)
GPIO.setup(24, GPIO.IN)
GPIO.setup(25, GPIO.IN)

sounds = ['TIE_Attack5.wav', 'Fanfair.wav']

print sounds[0]
print sounds[1]
s1_count = 0
mf_count = 0


while True:

if GPIO.input(23) == False:
os.system(""omxplayer -o local %s"" % sounds[s1_count])
time.sleep(1)
s1_count += 1
if s1_count == 2:
s1_count = 0

if GPIO.input(24) == False:
os.system(""omxplayer -o local %s"" % sounds[mf_count])
time.sleep(1)
mf_count += 1
if mf_count == 2:
mf_count = 0


if GPIO.input(25) == False:
os.system(""omxplayer -o local TIE_Attack5.wav"")
time.sleep(1)

I have only used a couple of wav.files but it works great, and I will add more files to the lists at the top which will allow me to trigger a whole range of audio from the various buttons.

I have started the next part of the project, which is to hook up some Neopixels that will be triggered at the same time as the audio via the input from the same GPIO pin, however I have run into a problem and really hoping someone on here has had a similar experience, or I may just be making a school boy error.

I have followed this page http://frederickvandenbosch.be/?p=1014 and have successfully run the strandtest.py file on a ring of 12 Neopixels. The problems come when I intergrate the 2 circuits. Like I said I have 3 buttons connected to GPIO pins 23-25, and the data pin for the Neopixels is on GPIO 18 as this pin uses PWM which is required for the Neopixels.

I have not yet combined the code so that audio and LEDs are triggered at the same time due to the following happening.

I can run the audio program fine, press all the 3 buttons and trigger all the audio files. I can then run the strandtest.py file and again, all is fine. If I then run the audio program, the LED's light up in a random pattern, which is kind of in time to the audio being played so clearly a signal of some kind is being output from PIN 18 but it wasn't the first time that the audio program was run. Then if I go back and run the strandtest.py program if just does random sequences and not the functions that are contained within the program and at the same time interference is coming through the speakers. If I then try and run the audio program again, it runs with no errors but no audio is output. The only way to get things working after this point is to reboot the Pi !

Am I doing something fundamentally wrong by having Neopixels hooked up to GPIO 18 whilst have GPIO 23-25 tset up as inputs for button presses, is there some way whether it's hardware or software changes that can prevent this interference from occurring ? I am using a Raspberry Pi B+ as some sources say that the Neopixels won't work on the Rapsberry 2 yet, although I do have a 2 if anyone suggests trying it on there !!! I initially had the ground for the Neopixels and the GPIO audio trigger buttons are all connected up together which I thought could be causing the problem, but I still get the same results when I use separate ground pins.

The end result I am working towards is have a single button press to simultaneously trigger the playing of a WAV. file and a predefined Neopixel sequence.

Many many thanks to anyone who takes the time to respond !!!

At the bottom is the Neopixel code that I am running in Python.

James.

# NeoPixel library strandtest example
# Author: Tony DiCola (tony@tonydicola.com)
#
# Direct port of the Arduino NeoPixel library strandtest example. Showcases
# various animations on a strip of NeoPixels.
import time

from neopixel import *


# LED strip configuration:
LED_COUNT = 12 # Number of LED pixels.
LED_PIN = 18 # GPIO pin connected to the pixels (must support PWM!).
LED_FREQ_HZ = 800000 # LED signal frequency in hertz (usually 800khz)
LED_DMA = 5 # DMA channel to use for generating signal (try 5)
LED_BRIGHTNESS = 255 # Set to 0 for darkest and 255 for brightest
LED_INVERT = False # True to invert the signal (when using NPN transistor level shift)


# Define functions which animate LEDs in various ways.
def colorWipe(strip, color, wait_ms=50):
""""""Wipe color across display a pixel at a time.""""""
for i in range(strip.numPixels()):
strip.setPixelColor(i, color)
strip.show()
time.sleep(wait_ms/1000.0)

def theaterChase(strip, color, wait_ms=50, iterations=10):
""""""Movie theater light style chaser animation.""""""
for j in range(iterations):
for q in range(3):
for i in range(0, strip.numPixels(), 3):
strip.setPixelColor(i+q, color)
strip.show()
time.sleep(wait_ms/1000.0)
for i in range(0, strip.numPixels(), 3):
strip.setPixelColor(i+q, 0)

def wheel(pos):
""""""Generate rainbow colors across 0-255 positions.""""""
if pos < 85:
return Color(pos * 3, 255 - pos * 3, 0)
elif pos < 170:
pos -= 85
return Color(255 - pos * 3, 0, pos * 3)
else:
pos -= 170
return Color(0, pos * 3, 255 - pos * 3)

def rainbow(strip, wait_ms=20, iterations=1):
""""""Draw rainbow that fades across all pixels at once.""""""
for j in range(256*iterations):
for i in range(strip.numPixels()):
strip.setPixelColor(i, wheel((i+j) & 255))
strip.show()
time.sleep(wait_ms/1000.0)

def rainbowCycle(strip, wait_ms=20, iterations=5):
""""""Draw rainbow that uniformly distributes itself across all pixels.""""""
for j in range(256*iterations):
for i in range(strip.numPixels()):
strip.setPixelColor(i, wheel(((i * 256 / strip.numPixels()) + j) & 255))
strip.show()
time.sleep(wait_ms/1000.0)

def theaterChaseRainbow(strip, wait_ms=50):
""""""Rainbow movie theater light style chaser animation.""""""
for j in range(256):
for q in range(3):
for i in range(0, strip.numPixels(), 3):
strip.setPixelColor(i+q, wheel((i+j) % 255))
strip.show()
time.sleep(wait_ms/1000.0)
for i in range(0, strip.numPixels(), 3):
strip.setPixelColor(i+q, 0)


# Main program logic follows:
if __name__ == '__main__':
# Create NeoPixel object with appropriate configuration.
strip = Adafruit_NeoPixel(LED_COUNT, LED_PIN, LED_FREQ_HZ, LED_DMA, LED_INVERT, LED_BRIGHTNESS)
# Intialize the library (must be called once before other functions).
strip.begin()

print 'Press Ctrl-C to quit.'
while True:
# Color wipe animations.
print (""1"")
colorWipe(strip, Color(255, 0, 0)) # Red wipe
colorWipe(strip, Color(0, 255, 0)) # Blue wipe
colorWipe(strip, Color(0, 0, 255)) # Green wipe
# Theater chase animations.
print (""2"")
theaterChase(strip, Color(127, 127, 127)) # White theater chase
theaterChase(strip, Color(127, 0, 0)) # Red theater chase
theaterChase(strip, Color( 0, 0, 127)) # Blue theater chase
# Rainbow animations.
print (""3"")
rainbow(strip)
rainbowCycle(strip)
theaterChaseRainbow(strip)"," Thu Feb 04, 2016 5:33 pm",20,"Wed Jun 18, 2014 1:56 pm","Triggering sound files and LEDs via GPIO and "
jamesellery,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=175754,"joan wrote:
jamesellery wrote:
joan wrote:
What are the colours of the wires leading to the three pin female plug? What colour is the centre wire?


At the connector the colors are black, white in the center and red.

Okay, non-standard. I suppose you'll have to trust the side of the servo. So connect ground to black and 5V to red. Hopefully the servo will twitch. If it does that suggests those connections are correct. Then send PWM into the white wire.


That is how I originally connected the servo, RED positve, Black Gnd, and White signal and there was no movement when I applied the power or when I send a signal to the servo.

Is there an easy way to test the servo without connecting it to the Pi ?"," Mon Feb 08, 2016 7:49 am",4,"Sun Jan 31, 2016 5:21 pm","Continuous Rotation Servo SM-S4303R"
jamesh,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=406,"I would expect that all to work fine. People have been using power banks successfully."," Sun Jan 25, 2015 11:53 am",15372,"Sat Jul 30, 2011 12:41 pm","Raspberry FPV - 3G and Wi-Fi"
"Jamie McLachlan",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=169223,"I am currently in the planning stages of a project which aims to"," Wed Dec 16, 2015 10:14 am",1,"Wed Dec 16, 2015 10:06 am","Automated wheelie bin detector."
jamiesk,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=43650,"You have to be careful about the domain you are sending FROM. I use exim as the Mail Transport, so I am unable to help, but I do not use smarthost. As spammers use bad FROM fields and use badly configured devices to route their mail."," Sat Feb 09, 2013 6:32 pm",95,"Mon Nov 26, 2012 1:48 pm","sending email from the command line"
Jan1,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=42234,"I am going to use a thermocouple K model, which is analogue, I think. I know I will have to use an
Analogue to digital conversion.Can you suggest any type?
Why do you think with Arduino it will be easier?"," Tue Jan 05, 2016 2:35 am",40,"Tue Nov 13, 2012 12:22 pm","GPIO or PLC needed"
